R4A0A1;50.021;-97.075;"west st paul"
R4A0A2;49.995;-97.049;"west st paul"
R4A0A3;50.022;-97.045;"west st paul"
R4A0A4;50.018;-97.11;"west st paul"
R4A0A5;50.028;-97.105;"west st paul"
R4A0A6;50.028;-97.105;"west st paul"
R4A1A0;50.018;-97.11;"west saint paul"
R4A1A1;49.977;-97.064;"west st paul"
R4A1A2;49.977;-97.067;"west st paul"
R4A1A3;49.983;-97.059;"west st paul"
R4A1A4;49.981;-97.066;"west st paul"
R4A1A5;49.985;-97.059;"west st paul"
R4A1A6;49.987;-97.055;"west st paul"
R4A1A7;49.988;-97.057;"west st paul"
R4A1A8;49.988;-97.057;"west st paul"
R4A1A9;49.997;-97.053;"west saint paul"
R4A1B1;50.064;-97.161;"west st paul"
R4A1B2;50.053;-97.115;"west st paul"
R4A1B3;50.05;-97.122;"west st paul"
R4A1B4;50.034;-97.082;"west st paul"
R4A1B5;50.036;-97.085;"west st paul"
R4A1B6;50.033;-97.078;"west st paul"
R4A1B7;50.032;-97.078;"west saint paul"
R4A1B8;50.029;-97.07;"west st paul"
R4A1B9;50.002;-97.137;"west st paul"
R4A1C0;50.018;-97.11;"west saint paul"
R4A1C1;49.985;-97.076;"west st paul"
R4A1C2;50.008;-97.162;"west st paul"
R4A1C3;50.023;-97.046;"west st paul"
R4A1C4;49.995;-97.1;"west st paul"
R4A1C5;50.022;-97.043;"west st paul"
R4A1C6;50.023;-97.046;"west st paul"
R4A1W3;50.018;-97.11;"west saint paul"
R4A2A0;50.018;-97.11;"west saint paul"
R4A2A1;49.996;-97.051;"west saint paul"
R4A2A2;50;-97.055;"west st paul"
R4A2A3;49.999;-97.05;"west st paul"
R4A2A4;49.997;-97.044;"west st paul"
R4A2A5;50.001;-97.047;"west saint paul"
R4A2A6;50;-97.047;"west st paul"
R4A2A7;50.001;-97.047;"west st paul"
R4A2A8;50;-97.048;"west st paul"
R4A2A9;50.003;-97.051;"west st paul"
R4A3A1;50.013;-97.06;"west st paul"
R4A3A2;50.012;-97.058;"west saint paul"
R4A3A3;50.017;-97.055;"west saint paul"
R4A3A4;50.018;-97.05;"west st paul"
R4A3A5;50.03;-97.044;"west st paul"
R4A3A6;50.015;-97.078;"west st paul"
R4A3A7;50.017;-97.083;"west st paul"
R4A3A8;49.987;-97.106;"west st paul"
R4A3A9;50.017;-97.083;"west st paul"
R4A4A0;50.018;-97.11;"west saint paul"
R4A4A1;50.02;-97.09;"west st paul"
R4A4A2;50.023;-97.081;"west st paul"
R4A4A3;50.016;-97.068;"west st paul"
R4A4A4;50.031;-97.074;"west st paul"
R4A4A5;49.988;-97.085;"west st paul"
R4A4A6;49.979;-97.064;"west saint paul"
R4A4A7;49.995;-97.1;"west saint paul"
R4A4A8;49.981;-97.07;"west st paul"
R4A4A9;49.982;-97.072;"west st paul"
R4A4E6;49.98;-97.065;"west saint paul"
R4A4L4;50.018;-97.11;"west saint paul"
R4A5A0;50.018;-97.11;"west saint paul"
R4A5A1;49.98;-97.067;"west st paul"
R4A5A2;49.978;-97.069;"west st paul"
R4A5A3;50.009;-97.052;"west st paul"
R4A5A4;50.009;-97.052;"west st paul"
R4A5A5;49.983;-97.109;"west st paul"
R4A5A6;49.987;-97.106;"west st paul"
R4A5A7;50;-97.096;"west st paul"
R4A5A8;49.987;-97.096;"west st paul"
R4A5A9;50.006;-97.126;"west st paul"
R4A6A0;50.018;-97.11;"west saint paul"
R4A6A1;49.994;-97.139;"west st paul"
R4A6A2;49.99;-97.139;"west st paul"
R4A6A3;49.996;-97.101;"west st paul"
R4A6A4;50.004;-97.139;"west st paul"
R4A6A5;50.006;-97.126;"west st paul"
R4A6A6;50.004;-97.129;"west st paul"
R4A6A7;50.007;-97.125;"west st paul"
R4A6A8;50.005;-97.127;"west saint paul"
R4A6A9;50.003;-97.141;"west saint paul"
R4A7A0;50.018;-97.11;"west saint paul"
R4A7A1;50.017;-97.161;"west st paul"
R4A7A2;50.004;-97.144;"west st paul"
R4A7A3;50.004;-97.144;"west st paul"
R4A7A4;50.008;-97.139;"west st paul"
R4A7A5;50.011;-97.153;"west st paul"
R4A7A6;50.004;-97.154;"west st paul"
R4A7A7;49.99;-97.158;"west st paul"
R4A7A8;50.009;-97.161;"west st paul"
R4A7A9;50.017;-97.161;"west st paul"
R4A8A0;50.018;-97.11;"west saint paul"
R4A8A1;50.042;-97.161;"west st paul"
R4A8A2;50.018;-97.161;"west st paul"
R4A8A3;50.008;-97.161;"west st paul"
R4A8A4;50.001;-97.161;"west st paul"
R4A8A5;50.005;-97.161;"west st paul"
R4A8A6;50.005;-97.17;"west st paul"
R4A8A7;50.021;-97.139;"west st paul"
R4A8A8;50.02;-97.144;"west saint paul"
R4A8A9;50.023;-97.138;"west st paul"
R4A9A0;50.018;-97.11;"west saint paul"
R4A9A1;50.023;-97.144;"west saint paul"
R4A9A2;50.026;-97.138;"west st paul"
R4A9A3;50.029;-97.138;"west st paul"
R4A9A4;50.034;-97.139;"west st paul"
R4A9A5;50.027;-97.144;"west st paul"
R4A9A6;50.049;-97.149;"west st paul"
R4A9A7;50.056;-97.138;"west st paul"
R4A9A8;50.064;-97.115;"west st paul"
R4A9A9;50.064;-97.161;"west st paul"
R4G1G3;49.872;-97.405;"headingley"
R4H0A1;49.897;-97.311;"winnipeg"
R4H0A2;49.861;-97.35;"headingley"
R4H0A3;49.882;-97.134;"headingley"
R4H0A4;49.879;-97.403;"headingley"
R4H0A5;49.88;-97.402;"headingley"
R4H0A6;49.861;-97.366;"headingley"
