P3A0A1;46.536;-80.935;"sudbury"
P3A0A2;46.537;-80.934;"sudbury"
P3A0A3;46.513;-80.916;"sudbury"
P3A0A4;46.513;-80.916;""
P3A0A5;46.522;-80.93;"sudbury"
P3A0A6;46.513;-80.916;"sudbury"
P3A0A7;46.483;-80.934;"sudbury"
P3A0B1;46.52;-80.944;"sudbury"
P3A1A1;46.508;-80.989;"sudbury"
P3A1A2;46.508;-80.988;"sudbury"
P3A1A3;46.509;-80.941;"sudbury"
P3A1A4;46.509;-80.941;"sudbury"
P3A1A5;46.508;-80.936;"sudbury"
P3A1A6;46.508;-80.936;"sudbury"
P3A1A7;46.505;-80.949;"sudbury"
P3A1A8;46.515;-80.939;"sudbury"
P3A1A9;46.509;-80.944;"sudbury"
P3A1B1;46.508;-80.943;"sudbury"
P3A1B2;46.509;-80.941;"sudbury"
P3A1B3;46.509;-80.94;"sudbury"
P3A1B4;46.509;-80.938;"sudbury"
P3A1B5;46.511;-80.937;"sudbury"
P3A1B6;46.509;-80.937;"sudbury"
P3A1B7;46.511;-80.937;"sudbury"
P3A1B8;46.511;-80.937;"sudbury"
P3A1B9;46.512;-80.937;"sudbury"
P3A1C1;46.513;-80.937;"sudbury"
P3A1C2;46.513;-80.937;"sudbury"
P3A1C3;46.515;-80.937;"sudbury"
P3A1C4;46.515;-80.937;"sudbury"
P3A1C5;46.517;-80.937;"sudbury"
P3A1C6;46.517;-80.937;"sudbury"
P3A1C7;46.509;-80.935;"sudbury"
P3A1C8;46.509;-80.935;"sudbury"
P3A1C9;46.51;-80.937;"sudbury"
P3A1E1;46.51;-80.937;"sudbury"
P3A1E2;46.512;-80.937;"sudbury"
P3A1E3;46.511;-80.937;"sudbury"
P3A1E4;46.512;-80.943;"sudbury"
P3A1E5;46.512;-80.942;"sudbury"
P3A1E6;46.512;-80.956;"sudbury"
P3A1E7;46.512;-80.958;"sudbury"
P3A1E8;46.512;-80.955;"sudbury"
P3A1E9;46.513;-80.958;"sudbury"
P3A1G1;46.513;-80.957;"sudbury"
P3A1G2;46.513;-80.957;"sudbury"
P3A1G3;46.513;-80.947;"sudbury"
P3A1G4;46.513;-80.953;"sudbury"
P3A1G5;46.513;-80.952;"sudbury"
P3A1G6;46.513;-80.95;"sudbury"
P3A1G7;46.513;-80.948;"sudbury"
P3A1G8;46.513;-80.947;"sudbury"
P3A1G9;46.513;-80.945;"sudbury"
P3A1H1;46.513;-80.939;"sudbury"
P3A1H2;46.513;-80.94;"sudbury"
P3A1H3;46.513;-80.937;"sudbury"
P3A1H4;46.513;-80.936;"sudbury"
P3A1H5;46.513;-80.935;"sudbury"
P3A1H6;46.513;-80.935;"sudbury"
P3A1H7;46.514;-80.94;"sudbury"
P3A1H8;46.514;-80.942;"sudbury"
P3A1H9;46.514;-80.94;"sudbury"
P3A1J1;46.514;-80.939;"sudbury"
P3A1J2;46.514;-80.938;"sudbury"
P3A1J3;46.515;-80.937;"sudbury"
P3A1J4;46.515;-80.937;"sudbury"
P3A1J5;46.515;-80.935;"sudbury"
P3A1J6;46.514;-80.931;"sudbury"
P3A1J7;46.514;-80.929;"sudbury"
P3A1J8;46.515;-80.931;"sudbury"
P3A1J9;46.515;-80.931;"sudbury"
P3A1K1;46.515;-80.956;"sudbury"
P3A1K2;46.514;-80.958;"sudbury"
P3A1K3;46.515;-80.954;"sudbury"
P3A1K4;46.515;-80.953;"sudbury"
P3A1K5;46.515;-80.952;"sudbury"
P3A1K6;46.515;-80.952;"sudbury"
P3A1K7;46.515;-80.95;"sudbury"
P3A1K8;46.515;-80.95;"sudbury"
P3A1K9;46.515;-80.947;"sudbury"
P3A1L1;46.515;-80.947;"sudbury"
P3A1L2;46.515;-80.946;"sudbury"
P3A1L3;46.515;-80.945;"sudbury"
P3A1L4;46.516;-80.941;"sudbury"
P3A1L5;46.516;-80.941;"sudbury"
P3A1L6;46.516;-80.94;"sudbury"
P3A1L7;46.516;-80.939;"sudbury"
P3A1L8;46.516;-80.937;"sudbury"
P3A1L9;46.508;-80.935;"sudbury"
P3A1M1;46.516;-80.935;"sudbury"
P3A1M2;46.516;-80.935;"sudbury"
P3A1M3;46.517;-80.934;"sudbury"
P3A1M4;46.516;-80.934;"sudbury"
P3A1M5;46.517;-80.93;"sudbury"
P3A1M6;46.517;-80.931;"sudbury"
P3A1M7;46.517;-80.929;"sudbury"
P3A1M8;46.504;-80.957;"sudbury"
P3A1M9;46.516;-80.986;"sudbury"
P3A1N0;46.533;-80.937;"sudbury"
P3A1N1;46.516;-80.985;"sudbury"
P3A1N2;46.517;-80.986;"sudbury"
P3A1N3;46.516;-80.985;"sudbury"
P3A1N4;46.518;-80.985;"sudbury"
P3A1N5;46.517;-80.985;"sudbury"
P3A1N6;46.518;-80.941;"sudbury"
P3A1N7;46.517;-80.942;"sudbury"
P3A1N8;46.518;-80.937;"sudbury"
P3A1N9;46.518;-80.936;"sudbury"
P3A1P1;46.518;-80.935;"sudbury"
P3A1P2;46.518;-80.934;"sudbury"
P3A1P3;46.518;-80.964;"sudbury"
P3A1P4;46.519;-80.977;"sudbury"
P3A1P5;46.519;-80.977;"sudbury"
P3A1P6;46.518;-80.975;"sudbury"
P3A1P7;46.519;-80.975;"sudbury"
P3A1P8;46.519;-80.974;"sudbury"
P3A1P9;46.519;-80.973;"sudbury"
P3A1R1;46.518;-80.971;"sudbury"
P3A1R2;46.519;-80.972;"sudbury"
P3A1R3;46.519;-80.971;"sudbury"
P3A1R4;46.519;-80.971;"sudbury"
P3A1R5;46.517;-80.956;"sudbury"
P3A1R6;46.517;-80.956;"sudbury"
P3A1R7;46.518;-80.952;"sudbury"
P3A1R8;46.518;-80.953;"sudbury"
P3A1R9;46.518;-80.951;"sudbury"
P3A1S1;46.518;-80.949;"sudbury"
P3A1S2;46.518;-80.949;"sudbury"
P3A1S3;46.518;-80.921;"sudbury"
P3A1S4;46.518;-80.921;"sudbury"
P3A1S5;46.519;-80.921;"sudbury"
P3A1S6;46.519;-80.921;"sudbury"
P3A1S7;46.519;-80.92;"sudbury"
P3A1S8;46.519;-80.92;"sudbury"
P3A1S9;46.518;-80.919;"sudbury"
P3A1T1;46.518;-80.919;"sudbury"
P3A1T2;46.52;-80.977;"sudbury"
P3A1T3;46.52;-80.977;"sudbury"
P3A1T4;46.52;-80.976;"sudbury"
P3A1T5;46.52;-80.976;"sudbury"
P3A1T6;46.52;-80.975;"sudbury"
P3A1T7;46.52;-80.973;"sudbury"
P3A1T8;46.52;-80.973;"sudbury"
P3A1T9;46.52;-80.972;"sudbury"
P3A1V0;46.533;-80.937;"sudbury"
P3A1V1;46.52;-80.971;"sudbury"
P3A1V2;46.521;-80.977;"sudbury"
P3A1V3;46.521;-80.979;"sudbury"
P3A1V4;46.521;-80.977;"sudbury"
P3A1V5;46.521;-80.976;"sudbury"
P3A1V6;46.521;-80.956;"sudbury"
P3A1V7;46.521;-80.956;"sudbury"
P3A1V8;46.521;-80.955;"sudbury"
P3A1V9;46.521;-80.955;"sudbury"
P3A1W1;46.521;-80.993;"sudbury"
P3A1W2;46.522;-80.987;"sudbury"
P3A1W3;46.522;-80.986;"sudbury"
P3A1W4;46.522;-80.985;"sudbury"
P3A1W5;46.522;-80.984;"sudbury"
P3A1W6;46.519;-80.988;"sudbury"
P3A1W7;46.522;-80.981;"sudbury"
P3A1W8;46.522;-80.975;"sudbury"
P3A1W9;46.522;-80.973;"sudbury"
P3A1X1;46.522;-80.973;"sudbury"
P3A1X2;46.522;-80.971;"sudbury"
P3A1X3;46.522;-80.968;"sudbury"
P3A1X4;46.522;-80.968;"sudbury"
P3A1X5;46.522;-80.961;"sudbury"
P3A1X6;46.522;-80.961;"sudbury"
P3A1X7;46.522;-80.962;"sudbury"
P3A1X8;46.522;-80.971;"sudbury"
P3A1X9;46.522;-80.956;"sudbury"
P3A1Y1;46.522;-80.957;"sudbury"
P3A1Y2;46.522;-80.955;"sudbury"
P3A1Y3;46.522;-80.955;"sudbury"
P3A1Y4;46.522;-80.954;"sudbury"
P3A1Y5;46.522;-80.961;"sudbury"
P3A1Y6;46.522;-80.951;"sudbury"
P3A1Y7;46.504;-81.032;"sudbury"
P3A1Y8;46.522;-80.949;"sudbury"
P3A1Y9;46.522;-80.946;"sudbury"
P3A1Z0;46.515;-80.949;"sudbury"
P3A1Z1;46.522;-80.95;"sudbury"
P3A1Z2;46.46;-81.001;"sudbury"
P3A1Z3;46.522;-80.985;"sudbury"
P3A1Z4;46.522;-80.95;"sudbury"
P3A1Z5;46.519;-80.949;"sudbury"
P3A1Z6;46.522;-80.947;"sudbury"
P3A1Z7;46.522;-80.94;"sudbury"
P3A1Z8;46.522;-80.936;"sudbury"
P3A1Z9;46.522;-80.941;"sudbury"
P3A2A0;46.533;-80.937;"sudbury"
P3A2A1;46.522;-80.935;"sudbury"
P3A2A2;46.522;-80.932;"sudbury"
P3A2A3;46.522;-80.926;"sudbury"
P3A2A4;46.522;-80.927;"sudbury"
P3A2A5;46.522;-80.925;"sudbury"
P3A2A6;46.522;-80.921;"sudbury"
P3A2A7;46.522;-80.92;"sudbury"
P3A2A8;46.522;-80.92;"sudbury"
